dataset__time_window,dataset__frames_per_segment,dataset__spatial_downsample,dataset__events_interpolation,dataset__spatial_affine,dataset__temporal_flip,dataset__temporal_scale,dataset__temporal_shift,model__channels,model__n_depthwise_layers,model__t_kernel_size,model__detector_head,model__detector_depthwise,model__norms,trainer__epochs,trainer__batch_size,trainer__device,trainer__activity_regularization,time_start,time_end,training_duration,params,params_trainable,logdir,val_p10,val_distance,event_density,macs
10000,50,"[5, 5]",causal_linear,True,True,True,False,"[2, 8, 16, 32, 48, 64, 80, 96, 112, 128, 256]",4,5,True,True,mixed,200,32,0,0,2025-03-03T15:57:27.847413,2025-03-03T16:37:36.160374,40,808771,808771,/kaggle/working/eye_track_spatiotemporal/outputs/2025-03-03/15-56-59/lightning_logs/version_0,nan,nan,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
